2018-08-30 20:16:59.334, 101
2018-08-30 20:16:59.808, 201
2018-08-30 20:17:00.294, 301
2018-08-30 20:17:00.773, 401
2018-08-30 20:17:01.262, 501
2018-08-30 20:17:01.901, 601
2018-08-30 20:17:02.543, 701
2018-08-30 20:17:03.167, 801
2018-08-30 20:17:03.745, 901
2018-08-30 20:17:04.260, 1001
2018-08-30 20:17:04.756, 1101
2018-08-30 20:17:05.204, 1201
2018-08-30 20:17:05.690, 1301
2018-08-30 20:17:06.201, 1401
2018-08-30 20:17:06.709, 1501
2018-08-30 20:17:07.183, 1601
2018-08-30 20:17:07.711, 1701
2018-08-30 20:17:08.166, 1801
2018-08-30 20:17:08.668, 1901
2018-08-30 20:17:09.252, 2001
2018-08-30 20:17:09.855, 2101
2018-08-30 20:17:10.419, 2201
2018-08-30 20:17:10.929, 2301
2018-08-30 20:17:11.453, 2401
2018-08-30 20:17:11.952, 2501
2018-08-30 20:17:12.571, 2601
2018-08-30 20:17:13.074, 2701
2018-08-30 20:17:13.524, 2801
2018-08-30 20:17:14.086, 2901
2018-08-30 20:17:14.596, 3001
2018-08-30 20:17:15.076, 3101
2018-08-30 20:17:15.556, 3201
2018-08-30 20:17:16.037, 3301
2018-08-30 20:17:16.689, 3401
2018-08-30 20:17:17.967, 3501
2018-08-30 20:17:18.564, 3601
2018-08-30 20:17:19.114, 3701
2018-08-30 20:17:19.729, 3801
2018-08-30 20:17:20.373, 3901
2018-08-30 20:17:20.907, 4001
2018-08-30 20:17:21.331, 4101
2018-08-30 20:17:21.976, 4201
2018-08-30 20:17:22.537, 4301
2018-08-30 20:17:23.217, 4401
2018-08-30 20:17:23.672, 4501
2018-08-30 20:17:24.116, 4601
2018-08-30 20:17:24.746, 4701
2018-08-30 20:17:25.572, 4801
2018-08-30 20:17:26.082, 4901
2018-08-30 20:17:26.643, 5001
2018-08-30 20:17:27.214, 5101
2018-08-30 20:17:27.715, 5201
2018-08-30 20:17:28.266, 5301
2018-08-30 20:17:28.836, 5401
2018-08-30 20:17:29.386, 5501
2018-08-30 20:17:29.895, 5601
2018-08-30 20:17:30.644, 5701
2018-08-30 20:17:31.337, 5801
2018-08-30 20:17:33.563, 5901
2018-08-30 20:17:34.403, 6001
2018-08-30 20:17:34.885, 6101
2018-08-30 20:17:35.665, 6201
2018-08-30 20:17:36.630, 6301
2018-08-30 20:17:37.379, 6401
2018-08-30 20:17:37.864, 6501
2018-08-30 20:17:38.665, 6601
2018-08-30 20:17:39.253, 6701
2018-08-30 20:17:39.930, 6801
2018-08-30 20:17:40.551, 6901
2018-08-30 20:17:41.011, 7001
2018-08-30 20:17:41.968, 7101
2018-08-30 20:17:42.519, 7201
2018-08-30 20:17:44.166, 7301
2018-08-30 20:17:45.610, 7401
2018-08-30 20:17:46.471, 7501
2018-08-30 20:17:47.446, 7601
2018-08-30 20:17:48.083, 7701
2018-08-30 20:17:48.696, 7801
2018-08-30 20:17:49.226, 7901
2018-08-30 20:17:50.229, 8001
2018-08-30 20:17:51.034, 8101
2018-08-30 20:17:51.547, 8201
2018-08-30 20:17:52.507, 8301
2018-08-30 20:17:53.343, 8401
2018-08-30 20:17:53.900, 8501
2018-08-30 20:17:54.774, 8601
2018-08-30 20:17:55.641, 8701
2018-08-30 20:17:57.074, 8801
2018-08-30 20:17:57.767, 8901
2018-08-30 20:17:58.875, 9001
2018-08-30 20:17:59.890, 9101
2018-08-30 20:18:00.669, 9201
2018-08-30 20:18:01.390, 9301
2018-08-30 20:18:01.972, 9401
2018-08-30 20:18:03.308, 9501
2018-08-30 20:18:04.499, 9601
2018-08-30 20:18:05.090, 9701
2018-08-30 20:18:06.487, 9801
2018-08-30 20:18:07.434, 9901
2018-08-30 20:18:07.926, 9984
2018-08-30 20:18:08.496, 10084
2018-08-30 20:18:09.488, 10184
2018-08-30 20:18:12.541, 10240
2018-08-30 20:18:14.052, 10340
2018-08-30 20:18:14.923, 10440
2018-08-30 20:18:16.049, 10540
2018-08-30 20:18:16.968, 10640
2018-08-30 20:18:17.750, 10740
2018-08-30 20:18:18.725, 10840
2018-08-30 20:18:20.392, 10940
2018-08-30 20:18:20.908, 11040
2018-08-30 20:18:21.948, 11140
2018-08-30 20:18:24.339, 11240
2018-08-30 20:18:25.148, 11340
2018-08-30 20:18:25.875, 11440
2018-08-30 20:18:26.308, 11540
2018-08-30 20:18:27.446, 11640
2018-08-30 20:18:28.088, 11740
2018-08-30 20:18:29.445, 11840
2018-08-30 20:18:30.278, 11940
2018-08-30 20:18:30.948, 12040
2018-08-30 20:18:31.541, 12140
2018-08-30 20:18:32.340, 12240
