10084, 69162
20056, 80824
30096, 49353
40096, 47487
50052, 52294
60052, 97345
70040, 81092
80092, 140178
90092, 170137
100092, 128082
110092, 111087
120080, 105327
130064, 100079
140064, 118752
150064, 110053
160084, 109102
170028, 99441
180028, 105044
190044, 134963
200044, 132322
210064, 190996
220068, 139556
230052, 184030
240036, 135373
250036, 173173
260036, 166335
270068, 161000
280016, 186097
290016, 158871
300016, 150849
310016, 145818
320040, 102346
330056, 155369
340056, 143427
350036, 170981
360036, 292635
370020, 253813
380020, 220378
390036, 229186
400036, 182881
410036, 153516
420076, 187546
430040, 178562
440040, 159618
450040, 151042
460068, 142484
470052, 207993
480020, 252016
490020, 269665
500020, 313744
510060, 342398
520044, 303104
530028, 333409
540012, 224066
550096, 233383
560004, 263635
570004, 282274
580064, 310447
590068, 284268
600072, 248193
610072, 278623
620072, 286121
630004, 217498
640004, 258221
650020, 311292
660064, 272320
670064, 278992
680076, 299414
690076, 415954
700076, 333401
710060, 289889
720076, 261985
730060, 296200
740060, 307575
750100, 246222
760056, 326421
770056, 345586
780012, 453847
790056, 338918
800056, 340159
810052, 342916
820064, 369466
830004, 329841
840004, 249793
850004, 320913
860076, 144109
870060, 200381
880100, 240405
890072, 307951
900040, 241413
910024, 158890
920008, 334965
930020, 196713
940020, 108486
950040, 145600
960024, 200140
970024, 108461
980032, 65066
990004, 94125
1000004, 63321
1010004, 97582
1020004, 192151
1030056, 134227
1040060, 114788
1050060, 95907
1060044, 130691
1070100, 108223
1080056, 141585
1090072, 112778
1100056, 76772
1110040, 80862
1120052, 83655
1130048, 98441
1140100, 90468
1150084, 89600
1160084, 85095
1170084, 91482
1180044, 89644
1190060, 92287
1200056, 88712
1210044, 89598
1220036, 132703
1230012, 118908
1240012, 108493
1250004, 105069
1260004, 104197
1270004, 122076
1280020, 112416
1290004, 110342
1300020, 113170
1310020, 127145
1320020, 160390
1330020, 193555
1340020, 142710
1350020, 134650
1360004, 143269
1370020, 142719
1380020, 177082
1390020, 446590
1400020, 181843
1410012, 148470
1420016, 153029
1430016, 156204
1440016, 171669
1450016, 196216
1460016, 256402
1470016, 266376
1480016, 226786
1490016, 213564
1500016, 195828
1510016, 164500
1520016, 151788
1530016, 161760
1540016, 137597
1550016, 284280
1560016, 212475
1570004, 234514
1580004, 197010
1590004, 1242265
1600003, 2702741
1610002, 2540879
1620002, 2440506
1630002, 2610469
1640001, 2520053
1650001, 2401712
